base_name,epoch,train_id,segment,speaker_id,sample_rate,target_length,processed_length,snr_db,si_sdr_db,pesq,stoi,noisy_snr_db,snr_improvement_db,sdr,sir,sar
epoch018_train_28_ha_seg110,18,28,110,2,16000,10176,10176,-0.024355876632701834,-36.80120255322267,1.024432897567749,0.31489549139147677,-4.452331249394852,4.427975372762151,,,
epoch026_train_13_ha_seg039,26,13,39,0,16000,64000,64000,-9.296012953924462,-18.201112170124166,1.1317459344863892,0.6708466975320465,-7.951717742118128,-1.344295211806334,,,
epoch026_train_13_ha_seg039,26,13,39,1,16000,64000,64000,-inf,,,0.0,-inf,,,,
epoch026_train_13_ha_seg039,26,13,39,2,16000,64000,64000,-inf,,,0.0,-inf,,,,
epoch046_train_19_ha_seg120,46,19,120,0,16000,6592,6592,-17.41093895547779,-14.389455600974488,1.5404903888702393,0.3679637102217336,-15.327655668254167,-2.0832832872236224,,,
epoch046_train_19_ha_seg120,46,19,120,1,16000,6592,6592,0.03037274856800557,-19.801538769141093,1.0493628978729248,0.2984051937341745,-1.3443122657483029,1.3746850143163085,,,
epoch046_train_19_ha_seg120,46,19,120,2,16000,6592,6592,-18.315008289609306,-17.46651410064682,1.044358253479004,1e-05,-39.929647247600755,21.61463895799145,,,
epoch006_train_03_ha_seg044,6,3,44,0,16000,59840,59840,-1.5548395508622046,-15.775588355460968,1.1502931118011475,0.5560396203112148,-16.539302129798752,14.984462578936547,,,
epoch006_train_03_ha_seg044,6,3,44,1,16000,59840,59840,-0.19831572403362654,-47.979125264415046,1.0636776685714722,0.40169906029075547,-26.649287760958416,26.45097203692479,,,
epoch006_train_03_ha_seg044,6,3,44,2,16000,59840,59840,-2.656401328771769,-38.97577259815825,1.154630184173584,1e-05,-39.96570051183657,37.3092991830648,,,
epoch018_train_13_ha_seg158,18,13,158,0,16000,52160,52160,-9.139848482733914,-7.9562901085937,1.2561347484588623,0.7249910052817806,-6.0612943304545555,-3.0785541522793585,,,
epoch018_train_13_ha_seg158,18,13,158,1,16000,52160,52160,-0.45108269377019755,-28.405730089816863,1.1385140419006348,0.1456779164502851,-17.265713310386126,16.81463061661593,,,
